# Tetrahedron method
      470.6841857982        0.0311585012
      478.9559825145        0.0261208415
      487.2277792309        0.0237278761
      495.4995759472        0.0206912690
      503.7713726636        0.0194025551
      512.0431693799        0.0177461301
      520.3149660963        0.0247455055
      528.5867628126        0.0044031410
      536.8585595290        0.0043929141
      545.1303562453        0.0044264589
      553.4021529617        0.0045551718
      561.6739496780        0.0046782310
      569.9457463944        0.0048593236
      578.2175431107        0.0049939351
      586.4893398271        0.0051911237
      594.7611365434        0.0053797887
      603.0329332598        0.0055764720
      611.3047299761        0.0059195567
      619.5765266925        0.0062368177
      627.8483234089        0.0065952983
      636.1201201252        0.0073208063
      644.3919168416        0.0084528652
      652.6637135579        0.0081298898
      660.9355102743        0.0074601590
      669.2073069906        0.0070057138
      677.4791037070        0.0070236854
      685.7509004233        0.0070318181
      694.0226971397        0.0070322306
      702.2944938560        0.0072373994
      710.5662905724        0.0073380197
      718.8380872887        0.0077150078
      727.1098840051        0.0085996178
      735.3816807214        0.0091542064
      743.6534774378        0.0081307648
      751.9252741541        0.0076680758
      760.1970708705        0.0070581341
      768.4688675868        0.0069077816
      776.7406643032        0.0066851627
      785.0124610195        0.0065497396
      793.2842577359        0.0064189176
      801.5560544523        0.0063069697
      809.8278511686        0.0062813262
      818.0996478850        0.0063697872
      826.3714446013        0.0064520673
      834.6432413177        0.0065806008
      842.9150380340        0.0072961302
      851.1868347504        0.0088514290
      859.4586314667        0.0103792887
      867.7304281831        0.0179177273
      876.0022248994        0.0306540481
      884.2740216158        0.0072249141
      892.5458183321        0.0128924054
      900.8176150485        0.0099842405
      909.0894117648        0.0082360546
      917.3612084812        0.0132076866
      925.6330051975        0.0176275374
      933.9048019139        0.0157417302
      942.1765986302        0.0159963032
      950.4483953466        0.0124506097
      958.7201920629        0.0127785734
      966.9919887793        0.0138952940
      975.2637854957        0.0087433626
      983.5355822120        0.0086858857
      991.8073789284        0.0084465941
     1000.0791756447        0.0116406113
     1008.3509723611        0.0081287476
     1016.6227690774        0.0044788202
     1024.8945657938        0.0042592244
     1033.1663625101        0.0039836139
     1041.4381592265        0.0040451230
     1049.7099559428        0.0036052550
     1057.9817526592        0.0033733303
     1066.2535493755        0.0048514371
     1074.5253460919        0.0043313110
     1082.7971428082        0.0044121767
     1091.0689395246        0.0026132651
     1099.3407362409        0.0047142599
     1107.6125329573        0.0132745542
     1115.8843296736        0.0194768788
     1124.1561263900        0.0184765098
     1132.4279231063        0.0205193982
     1140.6997198227        0.0183417933
     1148.9715165391        0.0336240475
     1157.2433132554        0.0364987361
     1165.5151099718        0.0420899452
     1173.7869066881        0.0301559446
     1182.0587034045        0.0478619834
     1190.3305001208        0.0314674140
     1198.6022968372        0.0251675238
     1206.8740935535        0.0245226850
     1215.1458902699        0.0243848102
     1223.4176869862        0.0260310683
     1231.6894837026        0.0301622075
     1239.9612804189        0.0137053880
     1248.2330771353        0.0129841354
     1256.5048738516        0.0123542617
     1264.7766705680        0.0360292383
     1273.0484672843        0.0499517241
     1281.3202640007        0.0346092373
     1289.5920607170        0.0357681231
     1297.8638574334        0.0308626894
     1306.1356541497        0.0155319053
     1314.4074508661        0.0143966824
     1322.6792475825        0.0137188126
     1330.9510442988        0.0133842685
     1339.2228410152        0.0129955300
     1347.4946377315        0.0128051611
     1355.7664344479        0.0123338597
